priority_rank,word,url,candidate_pool,BD_IMPRESSIONS,BD_CLICKS,BD_CTR,BD_POSITION,tier,tier_score,migration_class,static_legacy_status,confidence,source_completeness_score,source_fields_present,BD_RELEVANT_QUERY_IMPRESSIONS,GLOBAL_CONTEXT_IMPRESSIONS,priority_score,reason,proposed_action
485,columbia,https://ovidhan.net/word/columbia.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
486,columbus,https://ovidhan.net/word/columbus.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
487,column,https://ovidhan.net/word/column.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
488,columns,https://ovidhan.net/word/columns.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
489,combat,https://ovidhan.net/word/combat.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
490,combination,https://ovidhan.net/word/combination.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
491,combined,https://ovidhan.net/word/combined.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
492,come,https://ovidhan.net/word/come.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
493,comedy,https://ovidhan.net/word/comedy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
494,comes,https://ovidhan.net/word/comes.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
495,comfort,https://ovidhan.net/word/comfort.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
496,comfortable,https://ovidhan.net/word/comfortable.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
497,comic,https://ovidhan.net/word/comic.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
498,comics,https://ovidhan.net/word/comics.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
499,coming,https://ovidhan.net/word/coming.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
500,command,https://ovidhan.net/word/command.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
